,t,c,o,h,l
3685,2023-05-31,513330,513110,513600,511300
3686,2023-06-01,510890,510890,510890,510890
3687,2023-06-02,508560,511730,512300,508300
3688,2023-06-03,509250,512090,512100,505800
3689,2023-06-04,511360,511040,512600,507800
3690,2023-06-05,510060,510940,519900,509300
3691,2023-06-06,496350,508560,508590,496110
3692,2023-06-07,492900,498540,498600,491300
3693,2023-06-08,490840,490840,490840,490840
3694,2023-06-09,493390,495940,496560,492900
3695,2023-06-10,470090,490530,492100,468800
3696,2023-06-11,481970,473540,483100,470800
3697,2023-06-12,499100,484440,500100,484300
3698,2023-06-13,488580,493320,499100,484800
3699,2023-06-14,488020,486340,488600,486300
3700,2023-06-15,488100,488100,488100,488010
3701,2023-06-16,493400,494510,499600,491800
3702,2023-06-17,492280,495890,496100,491970
3703,2023-06-18,486810,489740,489950,485500
3704,2023-06-19,489740,486320,490600,485450
3705,2023-06-20,485880,486770,489100,485800
3706,2023-06-21,497310,495840,497600,494300
3707,2023-06-22,497130,497130,497130,497130
3708,2023-06-23,512880,500590,513070,497970
3709,2023-06-24,499510,505820,506600,499300
3710,2023-06-25,497970,499530,500100,495800
3711,2023-06-26,492920,499300,499600,492800
3712,2023-06-27,492350,492960,493100,490800
3713,2023-06-28,492800,493040,493100,492800
3714,2023-06-30,498320,492940,498600,492800
3715,2023-07-01,499930,501010,501600,499300
3716,2023-07-02,502990,503810,504100,502300
3717,2023-07-03,502840,503090,503100,499300
3718,2023-07-04,503100,501040,503300,500360
3719,2023-07-05,503130,503130,503130,500950
3720,2023-07-06,503130,503130,503130,503130
3721,2023-07-07,497140,499615,502090,496660
3722,2023-07-08,499630,499765,499900,495620
3723,2023-07-09,498290,498980,499670,496610
3724,2023-07-10,491460,494875,498290,490400
3725,2023-07-11,492430,492900,493370,489620
3726,2023-07-12,492610,492755,492900,491660
3727,2023-07-13,492610,492610,492610,492610
3728,2023-07-14,488390,491140,493890,487900
3729,2023-07-15,483700,486045,488390,483270
3730,2023-07-16,488180,488250,488320,483700
3731,2023-07-17,488170,489415,490660,484870
3732,2023-07-18,484700,486435,488170,484600
3733,2023-07-19,486370,486620,486870,482680
3734,2023-07-20,486370,486370,486370,486370
3735,2023-07-21,485810,486855,487900,485600
3736,2023-07-22,483360,484585,485810,481660
3737,2023-07-23,486140,486270,486400,480160
3738,2023-07-24,488370,488620,488870,483900
3739,2023-07-25,490250,490925,491600,488370
3740,2023-07-26,488990,489995,491000,488990
3741,2023-07-27,488990,488990,488990,488990
3742,2023-07-28,491120,491400,491680,488770
3743,2023-07-29,487970,489700,491430,487550
3744,2023-07-30,493660,493660,493660,487410
3745,2023-07-31,500700,501845,502990,493660
3746,2023-08-01,500700,500700,500700,500700
3747,2023-08-04,494700,496575,498450,494700
3748,2023-08-05,496320,496905,497490,494510
3749,2023-08-06,496440,496915,497390,495750
3750,2023-08-07,493500,494970,496440,492700
3751,2023-08-08,495420,495945,496470,493250
3752,2023-08-09,496590,496660,496730,495420
3753,2023-08-10,496730,496730,496730,496590
3754,2023-08-11,485410,491070,496730,483810
3755,2023-08-12,491420,492205,492990,485410
3756,2023-08-13,492960,493455,493950,491370
3757,2023-08-14,492480,492965,493450,490980
3758,2023-08-15,489440,491945,494450,489070
3759,2023-08-16,488580,489025,489470,487390
3760,2023-08-17,488580,488580,488580,488580
3761,2023-08-18,488500,489450,490400,487210
3762,2023-08-19,487920,488960,490000,487210
3763,2023-08-20,486950,487480,488010,486270
3764,2023-08-21,492730,493075,493420,486950
3765,2023-08-22,490230,491540,492850,490230
3766,2023-08-23,491670,491695,491720,489330
3767,2023-08-24,491670,491670,491670,491670
3768,2023-08-25,489160,490120,491080,488310
3769,2023-08-26,491620,492065,492510,488720
3770,2023-08-27,490130,490875,491620,489430
3771,2023-08-28,490760,491255,491750,489910
3772,2023-08-29,491010,491865,492720,490630
3773,2023-08-30,490200,490605,491010,489300
3774,2023-08-31,490200,490200,490200,490200
3775,2023-09-01,494250,494380,494510,489430
3776,2023-09-02,496660,497575,498490,494250
3777,2023-09-03,496400,497205,498010,495400
3778,2023-09-04,496040,496865,497690,495930
3779,2023-09-05,496040,496040,496040,496040
3780,2023-09-06,495910,496205,496500,494410
3781,2023-09-07,495910,495910,495910,495910
3782,2023-09-08,497840,498910,499980,496890
3783,2023-09-09,496650,497245,497840,496230
3784,2023-09-10,495750,497110,498470,495750
3785,2023-09-11,497000,497150,497300,494160
3786,2023-09-12,499310,499900,500490,497000
3787,2023-09-13,499310,499310,499310,499310
3788,2023-09-16,496030,497145,498260,495840
3789,2023-09-17,495330,495800,496270,493710
3790,2023-09-18,496450,496620,496790,494210
3791,2023-09-19,491150,493800,496450,490300
3792,2023-09-20,493930,494180,494430,491150
3793,2023-09-21,493930,493930,493930,493930
3794,2023-09-22,493580,494000,494420,492750
3795,2023-09-23,493580,493580,493580,493580
3796,2023-09-24,495020,495190,495360,493730
3797,2023-09-25,495020,495020,495020,495020
3798,2023-09-26,494480,494560,494560,494320
3799,2023-09-27,497380,492910,497900,492800
3800,2023-09-28,495380,495380,495380,495380
3801,2023-09-29,496060,496770,497600,495400
3802,2023-09-30,495540,495130,497100,495100
3803,2023-10-01,496500,496970,497500,495600
3804,2023-10-02,496240,495900,496800,495600
3805,2023-10-03,496150,496260,496800,495000
3806,2023-10-04,499010,496710,499100,496700
3807,2023-10-05,498970,498970,498970,498910
3808,2023-10-06,505010,500050,505400,499900
3809,2023-10-07,524400,513590,524600,513360
3810,2023-10-08,527530,530070,536600,526830
3811,2023-10-09,520570,530600,531600,520300
3812,2023-10-10,517730,519100,519600,517300
3813,2023-10-11,515530,516910,517100,513800
3814,2023-10-12,511700,511700,511700,511700
3815,2023-10-13,509410,515090,515100,508800
3816,2023-10-14,507520,508530,508640,507000
3817,2023-10-14,507520,508530,508640,507000
3818,2023-10-14,508520,509950,510100,508100
3819,2023-10-15,502980,506460,506600,502850
3820,2023-10-16,509920,503490,510600,503350
3821,2023-10-17,513360,514030,515100,512350
3822,2023-10-18,512530,514080,514100,512150
3823,2023-10-20,502670,507750,507900,502650
3824,2023-10-21,506380,501470,506600,499850
3825,2023-10-23,506160,507850,507900,506150
3826,2023-10-24,507540,511510,511600,505850
3827,2023-10-25,511860,509090,512100,508850
3828,2023-10-26,516090,512080,516600,511360
3829,2023-10-28,521490,519870,522600,518850
3830,2023-10-29,513390,519360,519600,513350
3831,2023-10-30,514600,511940,514600,510650
3832,2023-10-31,516380,516820,518090,515440
3833,2023-11-01,516860,514980,518100,513650
3834,2023-11-02,521350,518510,521600,518130
3835,2023-11-04,511400,517600,517600,510350
3836,2023-11-05,512360,514570,516100,512350
3837,2023-11-06,513520,514540,514600,512190
3838,2023-11-07,512190,513590,513600,511850
3839,2023-11-08,510520,511790,514600,509850
3840,2023-11-09,513530,514020,514600,513350
3841,2023-11-11,513250,514580,515600,512850
3842,2023-11-12,513370,514980,515100,512550
3843,2023-11-13,511800,513740,513900,510850
3844,2023-11-14,511510,510550,512400,509850
3845,2023-11-15,509070,511550,511600,508850
3846,2023-11-16,509430,510380,510600,508850
3847,2023-11-18,506400,508520,508600,505550
3848,2023-11-19,503040,506650,507400,502850
3849,2023-11-20,504010,501900,504510,501510
3850,2023-11-21,501990,502510,506510,501300
3851,2023-11-22,502190,504470,504510,501510
3852,2023-11-23,503740,502320,504010,501300
3853,2023-11-25,504280,504010,506010,502100
3854,2023-11-26,502510,504010,505510,502000
3855,2023-11-27,504240,504880,505600,501860
3856,2023-11-27,506010,505510,506310,502300
3857,2023-11-29,507010,504160,509510,501500
3858,2023-11-30,506950,507470,508510,506800
3859,2023-12-02,504830,504820,506010,503300
3860,2023-12-03,505910,504750,506910,504300
3861,2023-12-04,506510,505750,506510,505100
3862,2023-12-05,505010,505990,506010,504010
3863,2023-12-06,504240,506310,506310,503050
3864,2023-12-07,505170,505170,505900,504460
3865,2023-12-09,505310,504550,506500,504150
3866,2023-12-10,505350,505410,506200,504150
3867,2023-12-11,506170,505190,506200,504850
3868,2023-12-12,504640,506160,506400,504450
3869,2023-12-13,504460,503980,504700,503450
3870,2023-12-14,504670,504380,505200,503980
3871,2023-12-16,504670,504960,505500,504060
3872,2023-12-17,504670,504130,505190,503950
3873,2023-12-18,502380,503470,504200,501950
3874,2023-12-19,500560,502420,510620,500450
3875,2023-12-21,500760,498390,501680,498160
3876,2023-12-23,503010,503090,504490,502450
3877,2023-12-24,500690,502450,503400,500450
3878,2023-12-25,500890,500890,500890,500890
3879,2023-12-26,501040,500960,503180,500950
3880,2023-12-27,503450,500960,503680,500750
3881,2023-12-28,503190,501510,503680,501510
3882,2023-12-30,506160,505490,507670,504950
3883,2023-12-31,505630,505020,505690,504650
3884,2024-01-01,505980,506160,506680,504450
3885,2024-01-02,506430,505280,506500,504750
3886,2024-01-03,508290,506280,509000,505960
3887,2024-01-04,514170,511290,515080,510850
3888,2024-01-06,509740,511940,513020,508850
3889,2024-01-07,509760,509890,510100,505350
3890,2024-01-08,509490,509560,510100,507870
3891,2024-01-09,514840,509670,515700,509670
3892,2024-01-10,519780,516480,520200,516450
3893,2024-01-11,516020,520960,521680,515650
3894,2024-01-13,524680,517110,525970,517110
3895,2024-01-14,520860,524170,531530,519770
3896,2024-01-15,524630,521910,525100,521810
3897,2024-01-16,529040,526040,529600,525950
3898,2024-01-16,527550,524690,528600,524690
3899,2024-01-16,529040,526040,529600,525950
3900,2024-01-17,536510,530030,537100,529760
3901,2024-01-18,540290,538550,543600,535250
3902,2024-01-20,542230,539030,542600,536470
3903,2024-01-21,539080,541030,542600,537750
3904,2024-01-22,540510,539050,542100,536250
3905,2024-01-23,548920,541350,549100,540760
3906,2024-01-24,556590,549070,556600,548750
3907,2024-01-27,563000,553520,571330,553290
3908,2024-01-28,558630,560470,560590,555810
3909,2024-01-29,582990,562550,583600,562550
3910,2024-01-30,582890,588990,591100,571410
3911,2024-01-31,584030,582390,584600,579270
3912,2024-01-31,578040,582390,587600,577280
3913,2024-02-03,563780,580090,580090,563750
3914,2024-02-04,551370,561290,561570,549760
3915,2024-02-05,550720,550510,552550,543000
3916,2024-02-05,553880,551330,558530,544250
3917,2024-02-07,557380,552300,559100,552250
3918,2024-02-08,556970,557080,557600,556250
3919,2024-02-10,549020,552900,552900,548260
3920,2024-02-11,551370,549900,552600,548750
3921,2024-02-12,551950,551450,555300,550750
3922,2024-02-13,554690,551460,554900,551450
3923,2024-02-14,555800,556770,556770,553950
3924,2024-02-15,560270,557210,560800,556450
3925,2024-02-17,563020,562280,563100,559480
3926,2024-02-18,571300,565310,571400,564810
3927,2024-02-18,570100,565730,571800,565480
3928,2024-02-19,570360,569990,572100,568950
3929,2024-02-20,565060,570340,570600,563450
3930,2024-02-21,570290,567450,572100,567270
3931,2024-02-22,572710,570310,573900,570110
3932,2024-02-24,572670,572580,574400,571950
3933,2024-02-25,580030,572310,580100,572050
3934,2024-02-27,586050,580310,586600,579760
3935,2024-02-28,581090,588080,588600,579260
3936,2024-02-29,584660,581060,585100,580750
3937,2024-03-02,593130,592390,601100,591750
3938,2024-03-03,593390,592990,595600,590750
3939,2024-03-04,605020,598550,605100,598060
3940,2024-03-04,609350,598550,611100,598060
3941,2024-03-06,609890,609370,610600,604150
3942,2024-03-09,605340,608930,609600,603750
3943,2024-03-10,592850,601070,601070,592250
3944,2024-03-11,599410,593320,600100,592550
3945,2024-03-12,597090,598830,599600,595560
3946,2024-03-13,595340,596750,597030,592250
3947,2024-03-14,593800,595330,595340,591900
3948,2024-03-14,595580,595960,596100,592550
3949,2024-03-16,601080,595280,601100,593000
3950,2024-03-17,600260,600250,603600,599750
3951,2024-03-18,603510,600320,604100,600270
3952,2024-03-19,609460,604350,610100,604250
3953,2024-03-23,615900,609280,619100,609250
3954,2024-03-24,618100,608730,618440,608700
3955,2024-03-25,614030,616550,617090,613750
3956,2024-03-26,608380,612600,612600,607870
3957,2024-03-27,613950,608000,614100,607950
3958,2024-03-28,616580,617050,617100,615750
3959,2024-04-02,632900,623120,632900,623000
3960,2024-04-03,634740,627730,634750,627500
3961,2024-04-04,641000,635620,644100,635500
3962,2024-04-06,647000,641400,647050,641300
